"NOC_ID","NOCCode","NameEnglish","NameFrench","EnglishShortAlias","NOCS2006","NOCGroupTypeID","ParentNOC_ID","NOCYear","NOC_ID2006","TradesOutlookNOC","SkillLevel"
796,"1211","Supervisors, general office and administrative support workers",Superviseurs/superviseures de commis de bureau et du personnel de soutien administratif,"Supervisors, general office & administrative support workers",,4,794,2011,85,,A
797,"1252",Health information management occupations,Professionnels/professionnelles de la gestion de l'information sur la santé,Health information management occupations,,4,795,2011,85,,A
798,"1212","Supervisors, finance and insurance office workers",Superviseurs/superviseures de commis de finance et d'assurance,"Supervisors, finance & insurance office workers",,4,794,2011,86,,O
799,"6314",Customer and information services supervisors,Superviseurs/superviseures des services d'information et des services à la clientèle,Customer & information services supervisors,,4,1117,2011,86,,A
800,"1213","Supervisors, library, correspondence and related information workers","Superviseurs/superviseures de commis de bibliothèque, de correspondanciers et d'autres commis à l'information","Supervisors, library, correspondence & related information workers",,4,794,2011,87,,O
801,"1214","Supervisors, mail and message distribution occupations",Superviseurs/superviseures de services postaux et de messageries,"Supervisors, mail & message distribution occupations",,4,794,2011,88,,A
802,"1215","Supervisors, supply chain, tracking and scheduling co-ordination occupations","Superviseurs/superviseures du personnel de coordination de la chaîne d'approvisionnement, du suivi et des horaires","Supervisors, supply chain, tracking & scheduling co-ordination occupations",,4,794,2011,89,,A
803,"122",Administrative and regulatory occupations								 ,,Administrative & regulatory occupations         ,,3,792,2011,90,,
804,"1221",Administrative officers,Agents/agentes d'administration,Administrative officers,,4,803,2011,91,,A
805,"1222",Executive assistants,Adjoints/adjointes de direction,Executive assistants,,4,803,2011,92,,O
806,"1223",Human resources and recruitment officers,Agents/agentes des ressources humaines et de recrutement,Human resources & recruitment officers,,4,803,2011,93,,O
807,"1224",Property administrators,Agents/agentes de gestion immobilière,Property administrators,,4,803,2011,94,,A
808,"1225",Purchasing agents and officers,Agents/agentes aux achats,Purchasing agents & officers,,4,803,2011,95,,O
809,"1226",Conference and event planners,Planificateurs/planificatrices de congrès et d'événements,Conference & event planners,,4,803,2011,96,,O
810,"1227",Court officers and justices of the peace,Juges de paix et officiers/officières de justice,Court officers & justices of the peace,,4,803,2011,97,,A
811,"1228","Employment insurance, immigration, border services and revenue officers","Agents/agentes d'assurance-emploi, d'immigration, de services frontaliers et du revenu","Employment insurance, immigration, border services & revenue officers",,4,803,2011,98,,O
812,"131","Finance, insurance and related business administrative occupations				 ",,"Finance, insurance & related business administrative occupations     ",,3,793,2011,99,,
813,"1311",Accounting technicians and bookkeepers,Techniciens/techniciennes en comptabilité et teneurs/teneuses de livres,Accounting technicians & bookkeepers,,4,812,2011,100,,A
814,"6235",Financial sales representatives,Représentants/représentantes des ventes financières,Financial sales representatives,,4,1087,2011,101,,O
815,"1312",Insurance adjusters and claims examiners,Experts/expertes en sinistres et rédacteurs/rédactrices sinistres,Insurance adjusters & claims examiners,,4,812,2011,102,,A
816,"1313",Insurance underwriters,Assureurs/assureures,Insurance underwriters,,4,812,2011,103,,O
817,"1314","Assessors, valuators and appraisers",Estimateurs/estimatrices et évaluateurs/évaluatrices,"Assessors, valuators & appraisers",,4,812,2011,104,,O
818,"1315","Customs, ship and other brokers","Courtiers/courtières en douanes, courtiers maritimes/courtières maritimes et autres courtiers/courtières","Customs, ship & other brokers",,4,812,2011,105,,A
819,"124","Office administrative assistants - general, legal and medical					 ",,"Office administrative assistants - general, legal & medical      ",,3,792,2011,106,,
820,"1241",Administrative assistants,Adjoints administratifs/adjointes administratives,Administrative assistants,,4,819,2011,107,,A
821,"1242",Legal administrative assistants,Adjoints administratifs juridiques/adjointes administratives juridiques,Legal administrative assistants,,4,819,2011,108,,A
822,"1243",Medical administrative assistants,Adjoints administratifs médicaux/adjointes administratives médicales,Medical administrative assistants,,4,819,2011,109,,A
823,"1251","Court reporters, medical transcriptionists and related occupations","Sténographes judiciaires, transcripteurs médicaux/transcriptrices médicales et personnel assimilé","Court reporters, medical transcriptionists & related occupations",,4,795,2011,110,,A
824,"14",Office support occupations,,Office support occupations,,2,782,2011,111,,
825,"15","Distribution, tracking and scheduling co-ordination occupations",,"Distribution, tracking & scheduling co-ordination occupations",,2,782,2011,111,,
826,"141",General office workers										 ,,General office workers           ,,3,824,2011,112,,
827,"1411",General office support workers,Employés de soutien de bureau généraux/employées de soutien de bureau générales,General office support workers,,4,826,2011,113,,A
828,"1253",Records management technicians,Techniciens/techniciennes à la gestion des documents,Records management technicians,,4,795,2011,114,,A
829,"1414",Receptionists,Réceptionnistes,Receptionists,,4,826,2011,115,,A
830,"142",Office equipment operators									 ,,Office equipment operators          ,,3,824,2011,116,,
831,"1422",Data entry clerks,Commis à la saisie de données,Data entry clerks,,4,830,2011,117,,A
832,"1423",Desktop publishing operators and related occupations,Opérateurs/opératrices d'équipement d'éditique et personnel assimilé,Desktop publishing operators & related occupations,,4,830,2011,118,,A
833,"143","Financial, insurance and related administrative support workers					 ",,"Financial, insurance & related administrative support workers      ",,3,824,2011,120,,
834,"655",Customer and information services representatives							,,Customer & information services representatives       ,,3,1105,2011,120,,
835,"1431",Accounting and related clerks,Commis à la comptabilité et personnel assimilé,Accounting & related clerks,,4,833,2011,121,,A
836,"1432",Payroll administrators,Administrateurs/administratrices de la paye,Payroll clerks,,4,833,2011,122,,A
837,"6551",Customer services representatives - financial institutions,Représentants/représentantes au service à la clientèle - institutions financières,Customer services representatives - financial institutions,,4,834,2011,123,,A
838,"1434","Banking, insurance and other financial clerks","Commis de banque, d'assurance et d'autres services financiers","Banking, insurance & other financial clerks",,4,833,2011,124,,O
839,"1435",Collectors,Agents/agentes de recouvrement,Collectors,,4,833,2011,125,,A
840,"1415",Personnel clerks,Commis des services du personnel,Personnel clerks,,4,826,2011,128,,O
841,"1416",Court clerks,Commis des services judiciaires,Court clerks,,4,826,2011,129,,A
842,"145","Library, correspondence and other clerks								 ",,"Library, correspondence & other clerks         ",,3,824,2011,130,,
843,"1451",Library assistants and clerks,Commis et assistants/assistantes dans les bibliothèques,Library assistants & clerks,,4,842,2011,131,,O
844,"1452","Correspondence, publication and regulatory clerks",Correspondanciers/correspondancières et commis aux publications et aux règlements,"Correspondence, publication & regulatory clerks",,4,842,2011,132,,O
845,"6552",Other customer and information services representatives,Autres préposés/autres préposées aux services d'information et aux services à la clientèle,Other customer & information services representatives,,4,834,2011,133,,A
846,"1454",Survey interviewers and statistical clerks,Intervieweurs/intervieweuses pour enquêtes et commis aux statistiques,Survey interviewers & statistical clerks,,4,842,2011,134,,A
847,"151",Mail and message distribution occupations								 ,,Mail & message distribution occupations         ,,3,825,2011,135,,
848,"1511","Mail, postal and related workers",Commis au courrier et aux services postaux et personnel assimilé,"Mail, postal & related workers",,4,847,2011,136,,B
849,"1512",Letter carriers,Facteurs/factrices,Letter carriers,,4,847,2011,137,,B
850,"1513","Couriers, messengers and door-to-door distributors",Messagers/messagères et distributeurs/distributrices porte-à-porte,"Couriers, messengers & door-to-door distributors",,4,847,2011,138,,B
851,"152","Supply chain logistics, tracking and scheduling co-ordination occupations				 ",,"Supply chain logistics, tracking & scheduling co-ordination occupations     ",,3,825,2011,139,,
852,"1521",Shippers and receivers,Expéditeurs/expéditrices et réceptionnaires,Shippers & receivers,,4,851,2011,140,,B
853,"1522",Storekeepers and partspersons,Magasiniers/magasinières et commis aux pièces,Storekeepers & partspersons,,4,851,2011,141,,D
854,"1523",Production logistics co-ordinators,Coordonnateurs/coordonnatrices de la logistique de la production,Production logistics co-ordinators,,4,851,2011,142,,A
855,"1524",Purchasing and inventory control workers,Commis aux achats et au contrôle de l'inventaire,Purchasing & inventory control workers,,4,851,2011,143,,A
856,"1525",Dispatchers,Répartiteurs/répartitrices,Dispatchers,,4,851,2011,144,,A
857,"1526",Transportation route and crew schedulers,Horairistes de trajets et d'équipages,Transportation route & crew schedulers,,4,851,2011,145,,A
858,"2",Natural and applied sciences and related occupations,,Natural & applied sciences & related occupations,,1,,2011,146,,
859,"21",Professional occupations in natural and applied sciences,,Professional occupations in natural & applied sciences,,2,858,2011,147,,
860,"211",Physical science professionals									 ,,Physical science professionals          ,,3,859,2011,148,,
861,"2111",Physicists and astronomers,Physiciens/physiciennes et astronomes,Physicists & astronomers,,4,860,2011,149,,O
862,"2112",Chemists,Chimistes,Chemists,,4,860,2011,150,,O
863,"2113",Geoscientists and oceanographers,Géoscientifiques et océanographes,Geoscientists & oceanographers,,4,860,2011,151,,O
864,"2114",Meteorologists and climatologists,Météorologues et climatologues,Meteorologists & climatologists,,4,860,2011,152,,O
865,"2115",Other professional occupations in physical sciences,Autres professionnels/professionnelles des sciences physiques,Other professional occupations in physical sciences,,4,860,2011,153,,O
866,"212",Life science professionals									 ,,Life science professionals          ,,3,859,2011,154,,
867,"2121",Biologists and related scientists,Biologistes et personnel scientifique assimilé,Biologists & related scientists,,4,866,2011,155,,O
868,"2122",Forestry professionals,Professionnels/professionnelles des sciences forestières,Forestry professionals,,4,866,2011,156,,O
869,"2123","Agricultural representatives, consultants and specialists","Agronomes, conseillers/conseillères et spécialistes en agriculture","Agricultural representatives, consultants & specialists",,4,866,2011,157,,O
870,"213","Civil, mechanical, electrical and chemical engineers						 ",,"Civil, mechanical, electrical & chemical engineers       ",,3,859,2011,158,,
871,"2131",Civil engineers,Ingénieurs civils/ingénieures civiles,Civil engineers,,4,870,2011,159,,O
872,"2132",Mechanical engineers,Ingénieurs mécaniciens/ingénieures mécaniciennes,Mechanical engineers,,4,870,2011,160,,O
873,"2133",Electrical and electronics engineers,Ingénieurs électriciens et électroniciens/ingénieures électriciennes et électroniciennes,Electrical & electronics engineers,,4,870,2011,161,,O
874,"2134",Chemical engineers,Ingénieurs chimistes/ingénieures chimistes,Chemical engineers,,4,870,2011,162,,O
875,"214",Other engineers											 ,,Other engineers            ,,3,859,2011,163,,
876,"2141",Industrial and manufacturing engineers,Ingénieurs/ingénieures d'industrie et de fabrication,Industrial & manufacturing engineers,,4,875,2011,164,,O
877,"2142",Metallurgical and materials engineers,Ingénieurs/ingénieures métallurgistes et des matériaux,Metallurgical & materials engineers,,4,875,2011,165,,O
878,"2143",Mining engineers,Ingénieurs miniers/ingénieures minières,Mining engineers,,4,875,2011,166,,O
879,"2144",Geological engineers,Ingénieurs géologues/ingénieures géologues,Geological engineers,,4,875,2011,167,,O
880,"2145",Petroleum engineers,Ingénieurs/ingénieures de l'extraction et du raffinage du pétrole,Petroleum engineers,,4,875,2011,168,,O
881,"2146",Aerospace engineers,Ingénieurs/ingénieures en aérospatiale,Aerospace engineers,,4,875,2011,169,,O
882,"2147",Computer engineers (except software engineers and designers),Ingénieurs informaticiens/ingénieures informaticiennes (sauf ingénieurs/ingénieures et concepteurs/conceptrices en logiciel),Computer engineers (except software engineers & designers),,4,875,2011,170,,O
883,"2148","Other professional engineers, n.e.c.","Autres ingénieurs/ingénieures, n.c.a.","Other professional engineers, n.e.c.",,4,875,2011,171,,O
884,"215","Architects, urban planners and land surveyors							 ",,"Architects, urban planners & land surveyors        ",,3,859,2011,172,,
885,"2151",Architects,Architectes,Architects,,4,884,2011,173,,O
886,"2152",Landscape architects,Architectes paysagistes,Landscape architects,,4,884,2011,174,,O
887,"2153",Urban and land use planners,Urbanistes et planificateurs/planificatrices de l'utilisation des sols,Urban & land use planners,,4,884,2011,175,,O
888,"2154",Land surveyors,Arpenteurs-géomètres/arpenteuses-géomètres,Land surveyors,,4,884,2011,176,,A
889,"216","Mathematicians, statisticians and actuaries							 ",,"Mathematicians, statisticians & actuaries        ",,3,859,2011,177,,
890,"1254",Statistical officers and related research support occupations,Agents/agentes de statistiques et professions connexes du soutien de la recherche,Statistical officers & related research support occupations,,4,795,2011,178,,O
891,"2161","Mathematicians, statisticians and actuaries","Mathématiciens/mathématiciennes, statisticiens/statisticiennes et actuaires","Mathematicians, statisticians & actuaries",,4,889,2011,178,,O
892,"217",Computer and information systems professionals							 ,,Computer & information systems professionals        ,,3,859,2011,179,,
893,"2171",Information systems analysts and consultants,Analystes et consultants/consultantes en informatique,Information systems analysts & consultants,,4,892,2011,180,,O
894,"2172",Database analysts and data administrators,Analystes de bases de données et administrateurs/administratrices de données,Database analysts & data administrators,,4,892,2011,181,,O
895,"2173",Software engineers and designers,Ingénieurs/ingénieures et concepteurs/conceptrices en logiciel,Software engineers & designers,,4,892,2011,182,,O
896,"2174",Computer programmers and interactive media developers,Programmeurs/programmeuses et développeurs/développeuses en médias interactifs,Computer programmers & interactive media developers,,4,892,2011,183,,O
897,"2175",Web designers and developers,Concepteurs/conceptrices et développeurs/développeuses Web,Web designers & developers,,4,892,2011,184,,O
898,"22",Technical occupations related to natural and applied sciences,,Technical occupations related to natural & applied sciences,,2,858,2011,185,,
899,"221",Technical occupations in physical sciences							 ,,Technical occupations in physical sciences        ,,3,898,2011,186,,
900,"2211",Chemical technologists and technicians,Technologues et techniciens/techniciennes en chimie,Chemical technologists & technicians,,4,899,2011,187,,O
901,"2212",Geological and mineral technologists and technicians,Technologues et techniciens/techniciennes en géologie et en minéralogie,Geological & mineral technologists & technicians,,4,899,2011,188,,A
902,"222",Technical occupations in life sciences								 ,,Technical occupations in life sciences         ,,3,898,2011,190,,
903,"2221",Biological technologists and technicians,Technologues et techniciens/techniciennes en biologie,Biological technologists & technicians,,4,902,2011,191,,O
904,"2222",Agricultural and fish products inspectors,Inspecteurs/inspectrices des produits agricoles et de la pêche,Agricultural & fish products inspectors,,4,902,2011,192,,O
905,"2223",Forestry technologists and technicians,Technologues et techniciens/techniciennes en sciences forestières,Forestry technologists & technicians,,4,902,2011,193,,A
906,"2224",Conservation and fishery officers,Techniciens/techniciennes du milieu naturel et de la pêche,Conservation & fishery officers,,4,902,2011,194,,A
907,"2225",Landscape and horticulture technicians and specialists,Techniciens/techniciennes et spécialistes de l'aménagement paysager et de l'horticulture,Landscape & horticulture technicians & specialists,,4,902,2011,195,,D
908,"223","Technical occupations in civil, mechanical and industrial engineering				 ",,"Technical occupations in civil, mechanical & industrial engineering     ",,3,898,2011,196,,
909,"2231",Civil engineering technologists and technicians,Technologues et techniciens/techniciennes en génie civil,Civil engineering technologists & technicians,,4,908,2011,197,,A
910,"2232",Mechanical engineering technologists and technicians,Technologues et techniciens/techniciennes en génie mécanique,Mechanical engineering technologists & technicians,,4,908,2011,198,,A
911,"2233",Industrial engineering and manufacturing technologists and technicians,Technologues et techniciens/techniciennes en génie industriel et en génie de fabrication,Industrial engineering & manufacturing technologists & technicians,,4,908,2011,199,,A
912,"2234",Construction estimators,Estimateurs/estimatrices en construction,Construction estimators,,4,908,2011,200,,A
913,"224",Technical occupations in electronics and electrical engineering					 ,,Technical occupations in electronics & electrical engineering      ,,3,898,2011,201,,
914,"2241",Electrical and electronics engineering technologists and technicians,Technologues et techniciens/techniciennes en génie électronique et électrique,Electrical & electronics engineering technologists & technicians,,4,913,2011,202,,A
915,"2242",Electronic service technicians (household and business equipment),Électroniciens/électroniciennes d'entretien (biens domestiques et commerciaux),Electronic service technicians (household & business equipment),,4,913,2011,203,,A
916,"2243",Industrial instrument technicians and mechanics,Techniciens/techniciennes et mécaniciens/mécaniciennes d'instruments industriels,Industrial instrument technicians & mechanics,,4,913,2011,204,,D
917,"2244","Aircraft instrument, electrical and avionics mechanics, technicians and inspectors","Mécaniciens/mécaniciennes, techniciens/techniciennes et contrôleurs/contrôleuses d'avionique et d'instruments et d'appareillages électriques d'aéronefs","Aircraft instrument, electrical & avionics mechanics, technicians & inspectors",,4,913,2011,205,,A
918,"225","Technical occupations in architecture, drafting, surveying, geomatics and meteorology		 ",,"Technical occupations in architecture, drafting, surveying, geomatics & meteorology   ",,3,898,2011,206,,
919,"2251",Architectural technologists and technicians,Technologues et techniciens/techniciennes en architecture,Architectural technologists & technicians,,4,918,2011,207,,A
920,"2252",Industrial designers,Designers industriels/designers industrielles,Industrial designers,,4,918,2011,208,,O
921,"2253",Drafting technologists and technicians,Technologues et techniciens/techniciennes en dessin,Drafting technologists & technicians,,4,918,2011,209,,A
922,"2254",Land survey technologists and technicians,Technologues et techniciens/techniciennes en arpentage,Land survey technologists & technicians,,4,918,2011,210,,A
923,"2255",Technical occupations in geomatics and meteorology,Personnel technique en géomatique et en météorologie,Technical occupations in geomatics & meteorology,,4,918,2011,211,,O
924,"226",Other technical inspectors and regulatory officers						 ,,Other technical inspectors & regulatory officers       ,,3,898,2011,212,,
925,"2261",Non-destructive testers and inspection technicians,Vérificateurs/vérificatrices et essayeurs/essayeuses des essais non destructifs,Non-destructive testers & inspection technicians,,4,924,2011,213,,A
926,"2262",Engineering inspectors and regulatory officers,Inspecteurs/inspectrices d'ingénierie et officiers/officières de réglementation,Engineering inspectors & regulatory officers,,4,924,2011,214,,A
927,"2263",Inspectors in public and environmental health and occupational health and safety,"Inspecteurs/inspectrices de la santé publique, de l'environnement et de l'hygiène et de la sécurité au travail",Inspectors in public & environmental health & occupational health & safety,,4,924,2011,215,,O
928,"2264",Construction inspectors,Inspecteurs/inspectrices en construction,Construction inspectors,,4,924,2011,216,,A
929,"227",Transportation officers and controllers								 ,,Transportation officers & controllers         ,,3,898,2011,217,,
930,"2271","Air pilots, flight engineers and flying instructors","Pilotes, navigateurs/navigatrices et instructeurs/instructrices de pilotage du transport aérien","Air pilots, flight engineers & flying instructors",,4,929,2011,218,,A
931,"2272",Air traffic controllers and related occupations,Contrôleurs aériens/contrôleuses aériennes et personnel assimilé,Air traffic controllers & related occupations,,4,929,2011,219,,A
932,"2273","Deck officers, water transport",Officiers/officières de pont du transport par voies navigables,"Deck officers, water transport",,4,929,2011,220,,A
933,"2274","Engineer officers, water transport",Officiers mécaniciens/officières mécaniciennes du transport par voies navigables,"Engineer officers, water transport",,4,929,2011,221,,A
934,"2275",Railway traffic controllers and marine traffic regulators,Contrôleurs/contrôleuses de la circulation ferroviaire et régulateurs/régulatrices de la circulation maritime,Railway traffic controllers & marine traffic regulators,,4,929,2011,222,,A
935,"228",Technical occupations in computer and information systems						 ,,Technical occupations in computer & information systems       ,,3,898,2011,223,,
936,"2281",Computer network technicians,Techniciens/techniciennes de réseau informatique,Computer network technicians,,4,935,2011,224,,A
937,"2282",User support technicians,Agents/agentes de soutien aux utilisateurs,User support technicians,,4,935,2011,225,,A
938,"2283",Information systems testing technicians,Évaluateurs/évaluatrices de systèmes informatiques,Information systems testing technicians,,4,935,2011,226,,O
939,"3",Health occupations,,Health occupations,,1,,2011,227,,
940,"30",Professional occupations in nursing,,Professional occupations in nursing,,2,939,2011,228,,
941,"31",Professional occupations in health (except nursing),,Professional occupations in health (except nursing),,2,939,2011,228,,
942,"311","Physicians, dentists and veterinarians								 ",,"Physicians, dentists & veterinarians         ",,3,941,2011,229,,
943,"3111",Specialist physicians,Médecins spécialistes,Specialist physicians,,4,942,2011,230,,O
944,"3112",General practitioners and family physicians,Omnipraticiens/omnipraticiennes et médecins en médecine familiale,General practitioners & family physicians,,4,942,2011,231,,O
945,"3113",Dentists,Dentistes,Dentists,,4,942,2011,232,,O
946,"3114",Veterinarians,Vétérinaires,Veterinarians,,4,942,2011,233,,O
947,"312","Optometrists, chiropractors and other health diagnosing and treating professionals		 ",,"Optometrists, chiropractors & other health diagnosing & treating professionals   ",,3,941,2011,234,,
948,"3121",Optometrists,Optométristes,Optometrists,,4,947,2011,235,,O
949,"3122",Chiropractors,Chiropraticiens/chiropraticiennes,Chiropractors,,4,947,2011,236,,O
950,"3125",Other professional occupations in health diagnosing and treating,Autres professionnels/professionnelles en diagnostic et en traitement de la santé,Other professional occupations in health diagnosing & treating,,4,947,2011,237,,O
951,"313","Pharmacists, dietitians and nutritionists								 ",,"Pharmacists, dietitians & nutritionists         ",,3,941,2011,238,,
952,"3131",Pharmacists,Pharmaciens/pharmaciennes,Pharmacists,,4,951,2011,239,,O
953,"3132",Dietitians and nutritionists,Diététistes et nutritionnistes,Dietitians & nutritionists,,4,951,2011,240,,O
954,"314",Therapy and assessment professionals								 ,,Therapy & assessment professionals         ,,3,941,2011,241,,
955,"3141",Audiologists and speech-language pathologists,Audiologistes et orthophonistes,Audiologists & speech-language pathologists,,4,954,2011,242,,O
956,"3142",Physiotherapists,Physiothérapeutes,Physiotherapists,,4,954,2011,243,,O
957,"3143",Occupational therapists,Ergothérapeutes,Occupational therapists,,4,954,2011,244,,O
958,"3144",Other professional occupations in therapy and assessment,Autres professionnels/professionnelles en thérapie et en diagnostic,Other professional occupations in therapy & assessment,,4,954,2011,245,,O
959,"301",Professional occupations in nursing								 ,,Professional occupations in nursing         ,,3,940,2011,246,,
960,"3011",Nursing co-ordinators and supervisors,Coordonnateurs/coordonnatrices et superviseurs/superviseures des soins infirmiers,Nursing co-ordinators & supervisors,,4,959,2011,247,,O
961,"3124",Allied primary health practitioners,Praticiens/praticiennes reliés en soins de santé primaire,Allied primary health practitioners,,4,947,2011,248,,O
962,"3012",Registered nurses and registered psychiatric nurses,Infirmiers autorisés/infirmières autorisées et infirmiers psychiatriques autorisés/infirmières psychiatriques autorisées,Registered nurses & registered psychiatric nurses,,4,959,2011,248,,O
963,"32",Technical occupations in health,,Technical occupations in health,,2,939,2011,249,,
964,"321",Medical technologists and technicians (except dental health)					 ,,Medical technologists & technicians (except dental health)      ,,3,963,2011,250,,
965,"3211",Medical laboratory technologists,Technologues de laboratoires médicaux,Medical laboratory technologists,,4,964,2011,251,,A
966,"3212",Medical laboratory technicians and pathologists' assistants,Techniciens/techniciennes de laboratoire médical et assistants/assistantes en pathologie,Medical laboratory technicians & pathologists' assistants,,4,964,2011,252,,A
967,"3213",Animal health technologists and veterinary technicians,Technologues en santé animale et techniciens/techniciennes vétérinaires,Animal health technologists & veterinary technicians,,4,964,2011,253,,A
968,"3214","Respiratory therapists, clinical perfusionists and cardiopulmonary technologists","Inhalothérapeutes, perfusionnistes cardiovasculaires et technologues cardiopulmonaires","Respiratory therapists, clinical perfusionists & cardiopulmonary technologists",,4,964,2011,254,,A
969,"3215",Medical radiation technologists,Technologues en radiation médicale,Medical radiation technologists,,4,964,2011,255,,A
970,"3216",Medical sonographers,Technologues en échographie,Medical sonographers,,4,964,2011,256,,O
971,"3217","Cardiology technologists and electrophysiological diagnostic technologists, n.e.c.","Technologues en cardiologie et technologues en électrophysiologie diagnostique, n.c.a.","Cardiology technologists & electrophysiological diagnostic technologists, n.e.c.",,4,964,2011,257,,A
972,"3219",Other medical technologists and technicians (except dental health),Autres technologues et techniciens/techniciennes des sciences de la santé (sauf soins dentaires),Other medical technologists & technicians (except dental health),,4,964,2011,259,,A
973,"322",Technical occupations in dental health care							 ,,Technical occupations in dental health care        ,,3,963,2011,260,,
974,"3221",Denturists,Denturologistes,Denturists,,4,973,2011,261,,A
975,"3222",Dental hygienists and dental therapists,Hygiénistes et thérapeutes dentaires,Dental hygienists & dental therapists,,4,973,2011,262,,A
976,"3223","Dental technologists, technicians and laboratory assistants",Technologues et techniciens/techniciennes dentaires et auxiliaires dans les laboratoires dentaires,"Dental technologists, technicians & laboratory assistants",,4,973,2011,263,,A
977,"323",Other technical occupations in health care							 ,,Other technical occupations in health care        ,,3,963,2011,264,,
978,"3231",Opticians,Opticiens/opticiennes d'ordonnances,Opticians,,4,977,2011,265,,A
979,"3232",Practitioners of natural healing,Praticiens/praticiennes des médecines douces,Practitioners of natural healing,,4,977,2011,266,,A
980,"3233",Licensed practical nurses,Infirmiers auxiliaires/infirmières auxiliaires,Licensed practical nurses,,4,977,2011,267,,A
981,"3234",Paramedical occupations,Personnel ambulancier et paramédical,Paramedical occupations,,4,977,2011,268,,A
982,"3236",Massage therapists,Massothérapeutes,Massage therapists,,4,977,2011,269,,A
983,"3237",Other technical occupations in therapy and assessment,Autre personnel technique en thérapie et en diagnostic,Other technical occupations in therapy & assessment,,4,977,2011,269,,A
984,"34",Assisting occupations in support of health services,,Assisting occupations in support of health services,,2,939,2011,270,,
985,"341",Assisting occupations in support of health services						 ,,Assisting occupations in support of health services       ,,3,984,2011,271,,
986,"3411",Dental assistants,Assistants/assistantes dentaires,Dental assistants,,4,985,2011,272,,A
987,"3413","Nurse aides, orderlies and patient service associates","Aides-infirmiers/aides-infirmières, aides-soignants/aides-soignantes et préposés/préposées aux bénéficiaires","Nurse aides, orderlies & patient service associates",,4,985,2011,273,,A
988,"3414",Other assisting occupations in support of health services,Autre personnel de soutien des services de santé,Other assisting occupations in support of health services,,4,985,2011,274,,A
989,"4","Education, law and social, community and government services occupations",,"Occupations in education, law & social, comm & gov",,1,,2011,275,,
990,"40",Professional occupations in education services,,Professional occupations in education services,,2,989,2011,276,,
991,"41","Professional occupations in law and social, community and government services",,"Professional occupations in law & social, community & government services",,2,989,2011,276,,
992,"411","Judges, lawyers and Quebec notaries								 ",,"Judges, lawyers & quebec notaries         ",,3,991,2011,277,,
993,"4111",Judges,Juges,Judges,,4,992,2011,278,,O
994,"4112",Lawyers and Quebec notaries,Avocats/avocates (partout au Canada) et notaires (au Québec),Lawyers & quebec notaries,,4,992,2011,279,,O
995,"401",University professors and post-secondary assistants						 ,,University professors & post-secondary assistants       ,,3,990,2011,280,,
996,"4011",University professors and lecturers,Professeurs/professeures et chargés/chargées de cours au niveau universitaire,University professors & lecturers,,4,995,2011,281,,O
997,"4012",Post-secondary teaching and research assistants,Assistants/assistantes d'enseignement et de recherche au niveau postsecondaire,Post-secondary teaching & research assistants,,4,995,2011,282,,O
998,"402",College and other vocational instructors								 ,,College & other vocational instructors         ,,3,990,2011,283,,
999,"4021",College and other vocational instructors,Enseignants/enseignantes au niveau collégial et autres instructeurs/instructrices en formation professionnelle,College & other vocational instructors,,4,998,2011,284,,O
1000,"403",Secondary and elementary school teachers and educational counsellors				 ,,Secondary & elementary school teachers & educational counsellors     ,,3,990,2011,285,,
1001,"4031",Secondary school teachers,Enseignants/enseignantes au niveau secondaire,Secondary school teachers,,4,1000,2011,286,,O
1002,"4032",Elementary school and kindergarten teachers,Enseignants/enseignantes aux niveaux primaire et préscolaire,Elementary school & kindergarten teachers,,4,1000,2011,287,,O
1003,"4033",Educational counsellors,Conseillers/conseillères en information scolaire,Educational counsellors,,4,1000,2011,288,,O
1004,"415",Social and community service professionals							 ,,Social & community service professionals        ,,3,991,2011,289,,
1005,"4151",Psychologists,Psychologues,Psychologists,,4,1004,2011,290,,O
1006,"4152",Social workers,Travailleurs sociaux/travailleuses sociales,Social workers,,4,1004,2011,291,,O
1007,"4153","Family, marriage and other related counsellors","Thérapeutes conjugaux/thérapeutes conjugales, thérapeutes familiaux/thérapeutes familiales et autres conseillers assimilés/conseillères assimilées","Family, marriage & other related counsellors",,4,1004,2011,292,,O
1008,"4154",Professional occupations in religion,Personnel professionnel relié à la religion,Professional occupations in religion,,4,1004,2011,293,,O
1009,"4155",Probation and parole officers and related occupations,Agents/agentes de probation et de libération conditionnelle et personnel assimilé,Probation & parole officers & related occupations,,4,1004,2011,294,,O
1010,"416","Policy and program researchers, consultants and officers						 ",,"Policy & program researchers, consultants & officers       ",,3,991,2011,295,,
1011,"4161","Natural and applied science policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes, en sciences naturelles et appliquées","Natural & applied science policy researchers, consultants & program officers",,4,1010,2011,296,,O
1012,"4162",Economists and economic policy researchers and analysts,"Économistes, recherchistes et analystes des politiques économiques",Economists & economic policy researchers & analysts,,4,1010,2011,297,,O
1013,"4163",Business development officers and marketing researchers and consultants,"Agents/agentes de développement économique, recherchistes et experts-conseils/expertes-conseils en marketing",Business development officers & marketing researchers & consultants,,4,1010,2011,298,,O
1014,"4164","Social policy researchers, consultants and program officers","Recherchistes, experts-conseils/expertes-conseils et agents/agentes de programmes en politiques sociales","Social policy researchers, consultants & program officers",,4,1010,2011,299,,O
